"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
2808,"TH","แผ่นรองกระดาษ LY 8 1/2 x 11","แผ่นรองกระดาษ หุ้ม สีเหลือง ขนาด 8 1/2 x 11 นิ้ว"
2810,"TH","ปากกา Inkvisible","ปากกาลูกลื่นหัวเรียบ ด้ามยางใสกระชับมือช่วยให้เห็นปริมาณหมึก หนึ่งแพ็คมี 4 ด้าม ประกอบด้วยสีดำ น้ำเงิน แดง เขียว อย่างละด้าม"
2870,"TH","ปากกาดินสอ - Mech","ปากกาดินสอ ออกแบบตามหลักสรีรศาสตร์เพื่อความสะบายในการเขียน เปลี่ยนใส้และยางลบได้ มีขนาดใส้ให้เลือกสามขนาด: .5mm (เล็ก)) .7mm (กลาง)) และ .9mm (ใหญ่)"
3051,"TH","ปากกา - 10/MP","ปากกาเคมี แห้งเร็วและไม่เลอะเทอะ เขียนลื่นไม่สะดุด หัวปากกาขนาดกลาง มีให้เลือกทั้งแบบสีเดียวทั้งกล่อง (ดำ น้ำเงิน แดง) หรือหลายสีในหนึ่งกล่อง (ดำ 6 น้ำเงิน 3 และแดง 1)"
3150,"TH","ที่จัดเก็บบัตร - 25","ที่จัดเก็บนามบัตรพลาสติกหนา พร้อมโลโก้บริษัทพิมพ์นูน เก็บนามบัตรได้ประมาณ 25 ใบ โดยขึ้นอยู่กับความหนาของบัตร"
3208,"TH","ดินสอ - ไม้","ดินสอไม้กล่องละ 2 โหล โปรดระบุชนิดของแกนเมื่อสั่งซื้อ 2H (แข็งมาก) H (แข็ง) HB (แข็ง-ดำ) และ B (อ่อน - ดำ)"
3209,"TH","เครื่องเหล่าดินสอ","เครื่องเหลาดินสอไฟฟ้า ใช้ใบมีดเหล็กกล้าที่ทนทาน มี PencilSaver ป้องกันการเหลาเกิน ฐานยางกันลื่น พร้อมช่องใส่ดินสอในตัว"
3224,"TH","ที่จัดเก็บบัตร - 250","ที่จัดเก็บนามบัตรขนาดพกพา ความจุ 250 ใบ แบบสมุดพบพร้อมช่องใสสำหรับใส่นามบัตร มีแท็บตัวอักษร โปรดระบุสีของปกเมื่อสั่งซื้อ (น้ำตาลเข้ม, เบจ, แดงเข้ม, ดำ และเทาอ่อน)"
3225,"TH","ที่จัดเก็บบัตร - 1000","ที่จัดเก็บนามบัตรพร้อมดัชนีตัวอักษร ความจุ 1000 ใบ สำหรับวางบนโต๊ะ ฝาปิดสีเทาควันบุหรี่และฐานสีดำ สามารถถอดฝาออกเพื่อเก็บไว้ในลิ้นชักได้"
3511,"TH","กระดาษ - เครื่องพิมพ์ HQ","กระดาษคุณภาพสูงสำหรับเครื่องพิมพ์แบบอิงค์เจ็ตและเลเซอร์ ได้รับการทดสอบว่าป้องกันกระดาษติดในเครื่องพิมพ์ได้ ปราศจากกรด เพื่อการเก็บรักษาที่ยาวนาน น้ำหนัก 22 ปอนด์ มีความสว่างเท่ากับ 92 ขนาด: 8 1/2 x 11 หนึ่งรีมมี 500 แผ่น"
3515,"TH","ไส้ดินสอ","ไส้สำหรับปากกาดินสอ แต่ละแพ็คมี 25 แท่งพร้อมยางลบสำรอง มีขนาด: .5mm (เล็ก)) .7mm (กลาง)) และ .9mm (ใหญ่)"
2986,"TH","คู่มือ - Vision OS/2x +","คู่มือสำหรับระบบปฏิบัติการ Vision V 2.x และ Vision Office Suite"
3163,"TH","คู่มือ - Vision Net6.3/US","คู่มืออ้างอิง Vision Networking V6.3 เวอร์ชันภาษาอังกฤษอเมริกันและมีการเข้ารหัสขั้นสูง"
3165,"TH","คู่มือ - Vision Tools2.0","คู่มืออ้างอิง Vision Business Tools Suite V2.0 ประกอบด้วยขั้นตอนการติดตั้ง การตั้งค่า และคู่มือผู้ใช้"
3082,"ZHS","调制解调器 - 56/90/E","外置调制解调器, 数据传输速度为每秒 56kb, 与 v.90 PCI 全局总线兼容, 电源电压为 110V。"
2270,"ZHS","调制解调器 - 56/90/I","内置调制解调器, 数据传输速度为每秒 56kb, 与 v.90 PCI 全局总线兼容, 采用标准底架 (3.5 英寸)。"
2268,"ZHS","调制解调器 - 56/H/E","外置标准 Hayes 兼容调制解调器, 数据传输速度为每秒 56kb, 电源电压为 220V。"
3083,"ZHS","调制解调器 - 56/H/I","内置标准 Hayes 调制解调器, 数据传输速度为每秒 56kb, 采用标准底架 (3.5 英寸)。"
2374,"ZHS","调制解调器 - C/100","与 DOCSIS/EURODOCSIS 1.0/1.1 兼容的外置有线电视调制解调器"
1740,"ZHS","TD 12GB/DAT","12GB 磁带驱动器, 采用 DAT 格式。"
2409,"ZHS","TD 7GB/8","7GB 磁带驱动器, 使用 8mm 盒式磁带。"
2262,"ZHS","ZIP 100","100MB 外置 ZIP 驱动器, 通过电缆与并行端口连接"
2522,"ZHS","电池 - EL","长寿命电池, 适用于笔记本电脑"
2278,"ZHS","电池 - NiHM","镍氢电池, 适用于笔记本电脑"
2418,"ZHS","备用电池 (DA-130)","单电池充电器, 带 LED 指示灯"
2419,"ZHS","后备电池 (DA-290)","双电池充电器, 带 LED 指示灯"
3097,"ZHS","电缆连接器 - 32R","电缆连接器 - 32 针带状"
3099,"ZHS","电缆导线","组织和捆扎计算机电线的电缆导线"
2380,"ZHS","电缆 PR/15/P","15 英尺并行打印机电缆"
2408,"ZHS","电缆 PR/P/6","标准 Centronics 6 英尺打印机电缆, 用于并行端口"
2457,"ZHS","电缆 PR/S/6","标准 RS232 串行打印机电缆, 长 6 英尺"
2373,"ZHS","电缆 RS232 10/AF","10 英尺 RS232 电缆, 带 F/F 适配器和 9F/25F 适配器"
1734,"ZHS","电缆 RS232 10/AM","10 英尺 RS232 电缆, 带 M/M 适配器和 9M/25M 适配器"
1737,"ZHS","电缆 SCSI 10/FW/ADS","SCSI2 F/W 到 DSxx0 的适配电缆, 10 英尺"
1745,"ZHS","电缆 SCSI 20/WD->D","连接 SCSI2 宽带磁盘存储器和磁盘存储器的电缆, 20 英尺"
2982,"ZHS","驱动器托架 - A","“驱动器托架”组装工具包"
3277,"ZHS","驱动器托架 - A/T","用于立式 PC 的“驱动器托架”组装工具包"
2976,"ZHS","驱动器托架 - D","用于台式 PC 的驱动器托架"
3204,"ZHS","Envoy DS","Envoy 坞站"
2638,"ZHS","Envoy DS/E","增强型 Envoy 坞站"
3020,"ZHS","Envoy IC","Envoy Internet 计算机, 即插即用"
1948,"ZHS","Envoy IC/58","内置 58K 调制解调器的 Internet 计算机"
3003,"ZHS","笔记本电脑 128/12/56/v90/110","笔记本电脑, 128MB 内存, 12GB 硬盘, v90 调制解调器, 110V 电源。"
2999,"ZHS","笔记本电脑 16/8/110","Envoy 笔记本电脑, 16MB 内存, 8GB 硬盘, 110V 电源 (仅限美国)。"
3000,"ZHS","笔记本电脑 32/10/56","Envoy 笔记本电脑, 32MB 内存, 10GB 硬盘, 56K 调制解调器, 通用电源 (可切换)。"
3001,"ZHS","笔记本电脑 48/10/56/110","Envoy 笔记本电脑, 48MB 内存, 10GB 硬盘, 56K 调制解调器, 110V 电源。"
3004,"ZHS","笔记本电脑 64/10/56/220","Envoy 笔记本电脑, 64MB 内存, 10GB 硬盘, 56K 调制解调器, 220V 电源。"
3391,"ZHS","PS 110/220","电源 - 可切换, 110V/220V"
3124,"ZHS","PS 110V /T","用于立式 PC 的电源, 110V"
1738,"ZHS","PS 110V /US","110V 电源 - 适用于美国"
2377,"ZHS","PS 110V HS/US","110V 热切换电源 - 适用于美国"
2299,"ZHS","PS 12V /P","电源 - 12v 便携式"
3123,"ZHS","PS 220V /D","标准电源, 220V, 用于台式计算机。"
1748,"ZHS","PS 220V /EUR","220 伏电源类型 - 欧洲"
2387,"ZHS","PS 220V /FR","220V 电源类型 - 法国"
2370,"ZHS","PS 220V /HS/FR","220V 热切换电源, 适用于法国。"
2311,"ZHS","PS 220V /L","笔记本电脑用电源, 220V"
1733,"ZHS","PS 220V /UK","220V 电源类型 - 英国"
2878,"ZHS","路由器 - ASR/2W","特殊 ALS 路由器 - 被认可的提供方要求 2 路匹配的项"
2879,"ZHS","路由器 - ASR/3W","特殊 ALS 路由器 - 被认可的提供方要求 3 路匹配的项"
2152,"ZHS","路由器 - DTMF4","DTMF 4 端口路由器"
3301,"ZHS","螺钉 <B.28.P>","螺钉: 黄铜, 尺寸 28mm, 十字头。塑料盒包装(500 个/盒)。"
3143,"ZHS","螺钉 <B.28.S>","螺钉: 黄铜, 尺寸 28mm, 直。塑料盒包装(500 个/盒)。"
2323,"ZHS","螺钉 <B.32.P>","螺钉: 黄铜, 尺寸 32mm, 十字头。塑料盒包装(400 个/盒)。"
3134,"ZHS","螺钉 <B.32.S>","螺钉: 黄铜, 尺寸 32mm, 直。塑料盒包装(400 个/盒)。"
3139,"ZHS","螺钉 <S.16.S>","螺钉: 钢, 尺寸 16mm, 尖头。硬纸盒包装(750 个/盒)。"
3300,"ZHS","螺钉 <S.32.P>","螺钉: 钢, 尺寸 32mm, 十字头。塑料盒包装(400 个/盒)。"
2316,"ZHS","螺钉 <S.32.S>","螺钉: 钢, 尺寸 32mm, 直。塑料盒包装(500 个/盒)。"
3140,"ZHS","螺钉 <Z.16.S>","螺钉: 锌, 长度 16mm, 直。硬纸盒包装(500 个/盒)。"
2319,"ZHS","螺钉 <Z.24.S>","螺钉: 锌, 长度 24mm, 直。硬纸盒包装(500 个/盒)。"
2322,"ZHS","螺钉 <Z.28.P>","螺钉: 锌, 长度 28mm, 十字头。硬纸盒包装(850 个/盒)。"
3178,"ZHS","电子表格 - SSP/V 2.0","SmartSpread 电子表格, 专业版 2.0, 用于 Vision 11.1 和 11.2 版。 市售版本中包括内含高级软件和联机文档的 CD-ROM, 印刷的手册, 入门教程和许可注册。"
3179,"ZHS","电子表格 - SSS/S 2.1","SmartSpread 电子表格, 标准版 2.1, 用于 SPNIX4.0 版。市售版本包括内含软件和联机文档的 CD-ROM, 印刷的手册和许可注册。"
3182,"ZHS","文字处理 - SWP/V 4.5","SmartWord 文字处理程序, 专业版 4.5, 用于 Vision 11.x 版。市售版本包括内含高级软件的 CD-ROM, 印刷的手册和许可注册。"
3183,"ZHS","文字处理 - SWS/V 4.5","SmartWord 文字处理程序, 标准版 4.5, 用于 Vision 11.x 版。市售版本包括 CD-ROM 和许可注册。"
3197,"ZHS","电子表格 - SSS/V 2.1","SmartSpread 电子表格, 标准版 2.1, 用于 Vision 11.1 和 11.2 版。市售版本包括内含软件和联机文档的 CD-ROM, 印刷的手册, 入门教程和许可注册。"
3255,"ZHS","电子表格 - SSS/CD 2.2B","SmartSpread 电子表格, 标准版 Beta 2.2, 用于 SPNIX 4.1 版。只有 CD-ROM。"
3256,"ZHS","电子表格 - SSS/V 2.0","SmartSpread 电子表格, 标准版 2.0, 用于 Vision 11.0 版。市售版本包括内含软件和联机文档的 CD-ROM, 印刷的手册, 入门教程和许可注册。"
3260,"ZHS","文字处理 - SWP/S 4.4","SmartSpread 电子表格, 标准版 2.2, 用于 SPNIX 4.x 版。市售版本包括内含软件的 CD-ROM, 印刷的手册和许可注册。"
3262,"ZHS","电子表格 - SSS/S 2.2","SmartSpread 电子表格, 标准版 2.2, 用于 SPNIX 4.1 版。市售版本包括内含软件和联机文档的 CD-ROM, 印刷的手册和许可注册。"
3143,"SK","Skrutky <B.28.S>","Skrutky: mosadzné, veľkosť 28 mm, rovné. Plastová škatuľka, obsah 500."
2323,"SK","Skrutky <B.32.P>","Skrutky: mosadzné, veľkosť 32mm, hlavička Phillips. Plastová škatuľka, obsah 400."
3134,"SK","Skrutky <B.32.S>","Skrutky: mosadzné, veľkosť 32mm, rovné. Plastová škatuľka, obsah 400."
3139,"SK","Skrutky <S.16.S>","Skrutky: oceľové, veľkosť 16 mm, rovné. Kartónová škatuľka, obsah 750."
3300,"SK","Skrutky <S.32.P>","Skrutky: oceľové, veľkosť 32 mm, hlavička Phillips. Plastová škatuľka, obsah 400."
2316,"SK","Skrutky <S.32.S>","Skrutky: oceľové, veľkosť 32 mm, rovné. Plastová škatuľka, obsah 500."
3140,"SK","Skrutky <Z.16.S>","Skrutky: zinkové, veľkosť 16mm, rovné. Kartónová škatuľka, obsah 750."
2319,"SK","Skrutky <Z.24.S>","Skrutky: zinkové, veľkosť 24 mm, rovné. Kartónová škatuľka, obsah 500."
2322,"SK","Skrutky <Z.28.P>","Skrutky: zinkové, veľkosť 28 mm, hlavička Phillips. Kartónová škatuľka, obsah 850."
3178,"SK","Tabuľkový procesor - SSP/V 2.0","Tabuľkový procesor SmartSpread, Professional Edition Version 2.0, pre Vision Release 11.1 a 11.2. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál, kurz a registráciu licencie."
3179,"SK","Tabuľkový procesor - SSS/S 2.1","Tabuľkový procesor SmartSpread, Standard Edition Version 2.1, pre SPNIX Release 4.0. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál a registráciu licencie."
3182,"SK","Textový procesor - SWP/V 4.5","Textový procesor SmartWord, Professional Edition Version 4.5, pre Vision Release 11.x. Balík obsahuje CD-ROM obsahujúci softvér, tlačený manuál a registráciu licencie."
3183,"SK","Textový procesor - SWS/V 4.5","Textový procesor SmartWord, Standard Edition Version 4.5, pre Vision Release 11.x. Balík obsahuje CD-ROM a registráciu licencie."
3197,"SK","Tabuľkový procesor - SSS/V 2.1","Tabuľkový procesor SmartSpread, Standard Edition Version 2,1, pre Vision Release 11.1 a 11.2. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál, kurz a registráciu licencie."
3255,"SK","Tabuľkový procesor - SSS/CD 2.2B","Tabuľkový procesor SmartSpread, Standard Edition, Beta Version 2.2, pre SPNIX Release 4.1. Len CD-ROM."
3256,"SK","Tabuľkový procesor - SSS/V 2.0","Tabuľkový procesor SmartSpread, Standard Edition Version 2.0, pre Vision Release 11.0. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál, kurz a registráciu licencie."
3260,"SK","Textový procesor - SWP/S 4.4","Tabuľkový procesor SmartSpread, Standard Edition Version 2.2, pre SPNIX Release 4.x. Balík obsahuje CD-ROM obsahujúci softvér plus tlačený manuál a registráciu licencie."
3262,"SK","Tabuľkový procesor - SSS/S 2.2","Tabuľkový procesor SmartSpread, Standard Edition Version 2.2, pre SPNIX Release 4.1. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál a registráciu licencie."
3361,"SK","Tabuľkový procesor - SSP/S 1.5","Tabuľkový procesor SmartSpread, Standard Edition Version 2.2, pre SPNIX Release 4.1. Balík obsahuje CD-ROM obsahujúci softvér a on-line dokumentáciu plus tlačený manuál a registráciu licencie."
1799,"SK","SPNIX3.3 - SL","Operačný systém: SPNIX V3.3 - Base Server License. Obsahuje 10 všeobecných licencií pre systémovú administráciu, vývojárov alebo používateľov. Žiadne licencovanie sieťových používateľov."
1801,"SK","SPNIX3.3 - AL","Operačný systém: SPNIX V3.3 - dodatočná licencia systémového administrátora vrátane sieťového prístupu."
1803,"SK","SPNIX3.3 - DL","Operačný systém: SPNIX V3.3 - dodatočná licencia vývojára."
1804,"SK","SPNIX3.3 - UL/N","Operačný systém: SPNIX V3.3 - dodatočná používateľská licencia so sieťovým prístupom."
1805,"SK","SPNIX3.3 - UL/A","Operačný systém: SPNIX V3.3 - dodatočná používateľská licencia triedy A."
3167,"TH","คู่มือ - Vision OS/2.x","คู่มืออ้างอิงระบบปฏิบัติการ Vision V2.0/2.1/2/3 ขั้นตอนการติดตั้งทั้งหมด การตั้งค่า การจัดการ และข้อมูลการปรับแต่งสำหรับการดูแลระบบ Vision โปรดทราบว่าคู่มือนี้จะใช้แทนคู่มือของเวอร์ชัน 2.0 และ 2.1"
3216,"TH","คู่มือ - Vision Net6.3","คู่มืออ้างอิง Vision Networking V6.3 เวอร์ชันที่ไม่ใช่ภาษาอังกฤษอเมริกันโดยมีการเข้ารหัสพื้นฐาน"
3220,"TH","คู่มือ - Vision OS/1.2","คู่มืออ้างอิงระบบปฏิบัติการ Vision V1.2 ขั้นตอนการติดตั้งทั้งหมด การตั้งค่า การจัดการ และข้อมูลการปรับแต่งสำหรับการดูแลระบบ Vision"
1729,"TH","สารเคมี - RCP","สารเคมีทำความสะอาด - แผ่นทำความสะอาด 3500 ม้วน"
1910,"TH","สต็อคไฟเบอร์กลาส - H","สต็อคไฟเบอร์กลาส สำหรับงานหนัก หนา 1"
1912,"TH","สต็อคสเตนเลส - 3mm","สต็อคสเตนเลส - 3mm สามารถเจาะรูไว้ล่วงหน้าสำหรับแหล่งจ่ายไฟ ตัวยึดเมนบอร์ด และฮาร์ดดิสก์ โปรดใช้เทมเพลทที่เหมาะสมในการระบุเลขที่รุ่น ตำแหน่ง และขนาดของแผ่นงานที่เสร็จสมบูรณ์ เมื่อสั่งแผ่นงานที่เจาะล่วงหน้า"
1940,"TH","สาย/คลิป ESD","สายสำหรับคายประจุไฟฟ้าสถิตพร้อมคลิปปากจระเข้สำหรับการเชื่อมต่อกับโครงเครื่องคอมพิวเตอร์หรือต่อลงกราวนด์อย่างรวดเร็ว"
2030,"TH","ถุงมือยาง","ถุงมือยางสำหรับผู้ทำงานประกอบ ผู้ที่ทำงานกับสารเคมี ช่างยนต์ ทนงานหนัก สีส้มแบบสัญญาณนิรภัย พร้อมรอยจับกระชับที่ปลายนิ้ว กันน้ำและป้องกันกระแสไฟฟ้าถึง 220 โวลต์/2 แอมป์ 110 โวลต์/5 แอมป์ ป้องกันกรดได้ถึง 5 นาที"
2326,"TH","สต็อคพลาสติก - Y","สต็อคพลาสติก - สีเหลือง คุณภาพมาตรฐาน"
2330,"TH","สต็อคพลาสติก - R","สต็อคพลาสติก - สีแดง คุณภาพมาตรฐาน"
2334,"TH","เรซิน","เรซินสังเคราะห์สารพัดประโยชน์"
2340,"TH","สารเคมี - SW","สารเคมีทำความสะอาด - แผ่นกำจัดไฟฟ้าสถิต 3500 แผ่น"
2365,"TH","สารเคมี - TCS","สารเคมีทำความสะอาด - แผ่นทำความสะอาดขณะเดินทาง 2500 แผ่น"
2594,"TH","สต็อคไฟเบอร์กลาส - L","สต็อคไฟเบอร์กลาส - น้ำหนักเบา สำหรับการหุ้มฉนวนความร้อนภายใน หนา 1/4"
2596,"TH","สต็อคสเตนเลส - 1mm","สต็อคสเตนเลส - 3mm สามารถเจาะรูไว้ล่วงหน้าสำหรับเมนบอร์ดและที่ใส่แบตเตอรี่มาตรฐาน โปรดใช้เทมเพลทที่เหมาะสมในการระบุเลขที่รุ่น ตำแหน่ง และขนาดของแผ่นงานที่เสร็จสมบูรณ์ เมื่อสั่งแผ่นงานที่เจาะล่วงหน้า"
2631,"TH","สาย ESD/QR","สายสำหรับการคายประจุไฟฟ้าสถิต: สายไฟ 2 ชิ้นพร้อมหัวต่อที่ปลดได้อย่างรวดเร็ว สายส่วนหนึ่งจะต่อกับโครงของเครื่องคอมพิวเตอร์อย่างถาวรด้วยสกรู และอีกส่วนหนึ่งจะต่อกับสายนี้ คุณสามารถเลือกซื้อสายส่วนที่ถาวรเพิ่มเติมได้"
2721,"TH","กระเป๋าคอมพิวเตอร์ - L/S","กระเป๋าคอมพิวเตอร์หนังสีดำ - สำหรับเครื่องคอมพิวเตอร์แบบพกพาเครื่องเดียว พร้อมกระเป๋าใส่คู่มือและเอกสาร ฮาร์ดแวร์อื่นๆ สายรัดปรับความยาวได้ และกระเป๋าที่ถอดออกได้สำหรับหม้อแปลงไฟฟ้าและสายเคเบิล"
2722,"TH","กระเป๋าคอมพิวเตอร์ - L/D","กระเป๋าคอมพิวเตอร์หนังสีดำ - สามารถใส่เครื่องคอมพิวเตอร์แบบพกพาได้สองเครื่อง พร้อมกระเป๋าสำหรับฮาร์ดแวร์อื่นๆ หรือคู่มือและเอกสาร สายรัดปรับความยาวได้ และกระเป๋าที่ถอดออกได้สำหรับหม้อแปลงไฟฟ้าและสายเคเบิล สายสะพายกว้างสองเท่าเพื่อความสะบายเป็นพิเศษ"
2725,"TH","น้ำมันเครื่อง","น้ำมันเครื่องสำหรับหล่อลื่นฝาและรางเลื่อนของไดรฟ์ CD-ROM พร้อมหัวฉีดปรับได้ที่ทำความสะอาดได้ในตัว สำหรับปรับการไหลของน้ำมันจากน้อยไปจนถึงปานกลาง"
2782,"TH","กระเป๋าคอมพิวเตอร์ - C/S","กระเป๋าคอมพิวเตอร์ผ้าใบ - บรรจุเครื่องคอมพิวเตอร์แบบพกพาหนึ่งเครื่อง พร้อมกระเป๋าสำหรับคู่มือ ฮาร์ดแวร์อื่นๆ และเอกสาร สายรัดปรับความยาวได้ และกระเป๋าที่ถอดออกได้สำหรับหม้อแปลงไฟฟ้าและสายเคเบิล พร้อมกระเป๋าด้านนอกที่พับปิดได้ เพื่อความสะดวกในการใช้งานขณะเดินทาง"
3187,"TH","สต็อคพลาสติก - B/HD","สต็อคพลาสติก - สีน้ำเงิน ความหนาแน่นสูง"
3189,"TH","สต็อคพลาสติก - G","สต็อคพลาสติก - สีเขียว ความหนาแน่นมาตรฐาน"
3191,"TH","สต็อคพลาสติก - O","สต็อคพลาสติก - สีส้ม ความหนาแน่นมาตรฐาน"
3193,"TH","สต็อคพลาสติก - W/HD","สต็อคพลาสติก - สีขาว ความหนาแน่นสูง"
1726,"TR","LCD Monitör 11/PM","Likit Kristal Ekran 11 inç pasif monitör. Sanal olarak düz, yüksek çözünürlüklü ekran azaltılmış parlaklıkla seçkin bir görüntü kalitesine sahiptir."
3361,"ZHS","电子表格 - SSP/S 1.5","SmartSpread 电子表格, 标准版 1.5, 用于 SPNIX 3.3 版。市售版本包括内含高级软件和联机文档的 CD-ROM, 印刷的手册, 入门教程以及许可注册。"
1799,"ZHS","SPNIX3.3 - SL","操作系统软件: SPNIX V3.3 - 基本服务器许可。包括用于 10 个系统管理员, 开发人员或用户的通用许可。没有网络用户许可。"
1801,"ZHS","SPNIX3.3 - AL","操作系统软件: SPNIX V3.3 - 附加系统管理员许可, 其中包括网络访问权限。"
1803,"ZHS","SPNIX3.3 - DL","操作系统软件: SPNIX V3.3 - 附加开发人员许可。"
1804,"ZHS","SPNIX3.3 - UL/N","操作系统软件: SPNIX V3.3 - 附加网络访问权限的用户许可。"
1805,"ZHS","SPNIX3.3 - UL/A","操作系统软件: SPNIX V3.3 - 附加 A 类用户许可。"
1806,"ZHS","SPNIX3.3 - UL/C","操作系统软件: SPNIX V3.3 - 附加 C 类用户许可。"
1808,"ZHS","SPNIX3.3 - UL/D","操作系统软件: SPNIX V3.3 - 附加 D 类用户许可。"
1820,"ZHS","SPNIX3.3 - NL","操作系统软件: SPNIX V3.3 - 附加网络访问权限许可。"
1822,"ZHS","SPNIX4.0 - SL","操作系统软件: SPNIX V4.0 - 基本服务器许可。包括用于 10 个系统管理员, 开发人员或用户的通用许可。没有网络用户许可。"
2422,"ZHS","SPNIX4.0 - SAL","操作系统软件: SPNIX V4.0 - 附加系统管理员许可, 包括网络访问权限。"
2452,"ZHS","SPNIX4.0 - DL","操作系统软件: SPNIX V4.0 - 附加开发人员许可。"
2462,"ZHS","SPNIX4.0 - UL/N","操作系统软件: SPNIX V4.0 - 附加网络访问权限用户许可。"
2464,"ZHS","SPNIX4.0 - UL/A","操作系统软件: SPNIX V4.0 - 附加 A 类用户许可。"
2467,"ZHS","SPNIX4.0 - UL/D","操作系统软件: SPNIX V4.0 - 附加 D 类用户许可。"
2468,"ZHS","SPNIX4.0 - UL/C","操作系统软件: SPNIX V4.0 - 附加 C 类用户许可。"
2470,"ZHS","SPNIX4.0 - NL","操作系统软件: SPNIX V4.0 - 附加网络访问权限许可。"
2471,"ZHS","SPNIX3.3 SU","操作系统软件: SPNIX V3.3 - 基本服务器许可升级到 V4.0。"
2492,"ZHS","SPNIX3.3 AU","操作系统软件: SPNIX V3.3 - V4.0 升级; A 类用户。"
2493,"ZHS","SPNIX3.3 C/DU","操作系统软件: SPNIX V3.3 - V4.0 升级; C 类用户。"
2494,"ZHS","SPNIX3.3 NU","操作系统软件: SPNIX V3.3 - V4.0 升级; 网络访问权限许可。"
2995,"ZHS","SPNIX3.3 SAU","操作系统软件: SPNIX V3.3 - V4.0 升级; 系统管理员许可。"
3290,"ZHS","SPNIX3.3 DU","操作系统软件: SPNIX V3.3 - V4.0 升级; 开发人员许可。"
1778,"ZHS","C for SPNIX3.3 - 单用户","用于 SPNIX V3.3 的 C 编程软件 - 单用户"
1779,"ZHS","C for SPNIX3.3 - 文档","C 编程语言文档, SPNIX V3.3"
1780,"ZHS","C for SPNIX3.3 - 系统","用于 SPNIX V3.3 的 C 编程软件 - 系统编译器, 库, 链接器"
2371,"ZHS","C for SPNIX4.0 - 文档","C 编程语言文档, SPNIX V4.0"
2423,"ZHS","C for SPNIX4.0 - 单用户","用于 SPNIX V4.0 的 C 编程软件 - 单用户"
3501,"ZHS","C for SPNIX4.0 - 系统","用于 SPNIX V4.0 的 C 编程语言 - 系统编译器, 库, 链接器"
3502,"ZHS","C for SPNIX3.3 - 系统/升级","用于 SPNIX V3.3 的编程软件 - 4.0 升级; 系统编译器, 库, 链接器"
3503,"ZHS","C for SPNIX3.3 - 单用户/升级","用于 SPNIX V3.3 的 C 编程软件 - 4.0 升级 - 单用户"
1774,"ZHS","基本 ISO CP - BL","基本 ISO 通信包 - 基本许可"
1775,"ZHS","客户机 ISO CP - S","用于附加 SPNIX V3.3 客户机的 ISO 通信包附加许可"
1794,"ZHS","OSI 8-16/IL","OSI 层(8 至 16) - 增容许可"
1825,"ZHS","X25 - 1 线路许可","X25 网络访问控制系统, 单用户"
2004,"ZHS","IC 浏览器 - S","用于 SPNIX 的 IC Web 浏览器。具有网络邮件功能的浏览器。"
2005,"ZHS","IC 浏览器文档 - S","用于 SPNIX 的 IC Web 浏览器文档集。其中包括 Installation Manual, Mail Server Administration Guide 以及 User Quick Reference。"
2416,"ZHS","客户机 ISO CP - S","用于附加 SPNIX V4.0 客户机的 ISO 通信包附加许可。"
2417,"ZHS","客户机 ISO CP - V","用于附加 Vision 客户机的 ISO 通信包附加许可。"
2449,"ZHS","OSI 1-4/IL","OSI 层(1 至 4) - 增容许可"
3101,"ZHS","IC 浏览器 - V","用于 Vision 文档的 IC Web 浏览器。具有网络邮件功能的浏览器。"
3170,"ZHS","智能套件 - V/SP","用于 Vision 的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。西班牙文软件和用户手册。"
3171,"ZHS","智能套件 - S3.3/EN","用于 SPNIX 3.3 版的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。英文软件和用户手册。"
3172,"ZHS","图形 - DIK+","图形软件工具包: Draw-It Kwik-Plus。包括大量艺术剪辑图片以及高级绘图工具, 可用于三维对象操作, 阴影变换以及变体字符集。"
3173,"ZHS","图形 - SA","图形软件工具包: SmartArt。用于 SPNIX 的专业图形程序包,包含多种线型样式, 纹理, 内置的形状和通用符号。"
3175,"ZHS","项目管理 - S4.0","用于 SPNIX V4.0 的项目管理软件。该软件具有命令行和图形界面, 包含文本, 图形, 电子表格和可定制的报表格式。"
3176,"ZHS","智能套件 - V/EN","用于 Vision 的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。英文软件和用户手册。"
3177,"ZHS","智能套件 - V/FR","用于 Vision 的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。法文软件和用户手册。"
3245,"ZHS","智能套件 - S4.0/FR","用于 SPNIX V4.0 的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。法文软件和用户手册。"
3246,"ZHS","智能套件 - S4.0/SP","用于 SPNIX V4.0 的 Office 套件(SmartWrite, SmartArt, SmartSpread, SmartBrowse)。西班牙文软件和用户手册。"
